2,75,0
1,68,0
6,67,1
20,41,1
19,41,1
31,34,1
7,32,1
41,30,1
0,27,1
10,27,1
11,26,1
3,26,1
4,23,1
38,22,1
37,21,1
14,19,1
9,18,1
125,17,1
33,16,1
17,15,1
79,15,1
18,14,1
40,14,1
74,14,1
124,14,1
32,14,1
181,13,1
113,13,1
5,13,1
21,13,1
104,12,1
61,12,1
16,12,1
84,12,1
12,12,1
36,11,1
75,11,1
120,11,1
141,11,1
109,11,1
58,11,1
54,11,1
131,10,1
15,10,1
73,10,1
111,10,1
64,10,1
50,10,1
28,10,1
221,10,1
25,10,1
30,10,1
34,10,1
27,10,1
194,9,1
408,9,1
136,9,1
149,9,1
8,9,1
195,9,1
62,9,1
83,9,1
85,9,1
327,9,1
271,9,1
145,8,1
110,8,1
217,8,1
209,8,1
315,8,1
86,8,1
94,8,1
116,8,1
60,8,1
187,8,1
178,8,1
182,8,1
192,8,1
162,8,1
102,8,1
45,8,1
98,8,1
22,8,1
154,8,1
355,8,1
71,8,1
310,7,1
29,7,1
101,7,1
106,7,1
540,7,1
256,7,1
127,7,1
522,7,1
208,7,1
138,7,1
474,7,1
157,7,1
471,7,1
161,7,1
175,7,1
78,7,1
89,7,1
59,7,1
88,7,1
76,7,1
287,7,1
628,7,1
23,7,1
91,7,1
26,7,1
307,7,1
52,7,1
42,7,1
279,7,1
68,7,1
527,6,1
80,6,1
133,6,1
99,6,1
159,6,1
199,6,1
70,6,1
322,6,1
144,6,1
43,6,1
250,6,1
148,6,1
152,6,1
269,6,1
13,6,1
123,6,1
24,6,1
56,6,1
184,6,1
93,6,1
390,6,1
216,6,1
128,6,1
434,6,1
179,6,1
293,5,1
190,5,1
188,5,1
226,5,1
447,5,1
439,5,1
189,5,1
694,5,1
433,5,1
341,5,1
356,5,1
100,5,1
380,5,1
224,5,1
223,5,1
222,5,1
220,5,1
377,5,1
373,5,1
365,5,1
363,5,1
191,5,1
407,5,1
204,5,1
235,5,1
202,5,1
414,5,1
237,5,1
350,5,1
239,5,1
282,5,1
430,5,1
118,5,1
504,5,1
142,5,1
316,5,1
301,5,1
253,5,1
135,5,1
77,5,1
81,5,1
264,5,1
122,5,1
450,5,1
542,5,1
114,5,1
545,5,1
261,5,1
108,5,1
107,5,1
95,5,1
105,5,1
558,5,1
260,5,1
147,5,1
330,5,1
458,5,1
167,5,1
467,5,1
164,5,1
163,5,1
57,5,1
158,5,1
66,5,1
482,5,1
298,5,1
375,4,1
335,4,1
331,4,1
340,4,1
299,4,1
317,4,1
283,4,1
378,4,1
324,4,1
500,4,1
278,4,1
294,4,1
291,4,1
311,4,1
308,4,1
354,4,1
313,4,1
320,4,1
342,4,1
314,4,1
602,4,1
514,4,1
523,4,1
526,4,1
530,4,1
531,4,1
543,4,1
553,4,1
554,4,1
587,4,1
590,4,1
592,4,1
596,4,1
512,4,1
614,4,1
621,4,1
626,4,1
643,4,1
646,4,1
672,4,1
705,4,1
721,4,1
749,4,1
784,4,1
835,4,1
839,4,1
431,4,1
386,4,1
389,4,1
393,4,1
396,4,1
400,4,1
404,4,1
410,4,1
413,4,1
415,4,1
416,4,1
417,4,1
420,4,1
383,4,1
432,4,1
442,4,1
448,4,1
452,4,1
455,4,1
460,4,1
470,4,1
479,4,1
481,4,1
503,4,1
507,4,1
63,4,1
238,4,1
197,4,1
155,4,1
44,4,1
55,4,1
151,4,1
67,4,1
219,4,1
262,4,1
53,4,1
112,4,1
49,4,1
218,4,1
257,4,1
255,4,1
47,4,1
210,4,1
143,4,1
48,4,1
168,4,1
134,4,1
274,4,1
245,4,1
90,4,1
246,4,1
82,4,1
229,4,1
212,4,1
228,4,1
233,4,1
270,4,1
129,4,1
103,4,1
225,4,1
156,4,1
69,4,1
506,3,1
121,3,1
132,3,1
525,3,1
521,3,1
538,3,1
539,3,1
115,3,1
551,3,1
552,3,1
556,3,1
96,3,1
562,3,1
565,3,1
567,3,1
570,3,1
572,3,1
574,3,1
456,3,1
477,3,1
475,3,1
160,3,1
165,3,1
468,3,1
463,3,1
461,3,1
169,3,1
478,3,1
172,3,1
173,3,1
174,3,1
445,3,1
443,3,1
176,3,1
441,3,1
177,3,1
498,3,1
519,3,1
510,3,1
509,3,1
508,3,1
140,3,1
72,3,1
505,3,1
150,3,1
520,3,1
494,3,1
493,3,1
491,3,1
490,3,1
488,3,1
487,3,1
153,3,1
744,3,1
805,3,1
802,3,1
791,3,1
790,3,1
786,3,1
783,3,1
775,3,1
46,3,1
807,3,1
738,3,1
737,3,1
734,3,1
732,3,1
720,3,1
719,3,1
712,3,1
698,3,1
844,3,1
962,3,1
933,3,1
899,3,1
892,3,1
886,3,1
859,3,1
848,3,1
845,3,1
696,3,1
35,3,1
39,3,1
830,3,1
827,3,1
814,3,1
812,3,1
808,3,1
603,3,1
630,3,1
629,3,1
625,3,1
620,3,1
615,3,1
609,3,1
605,3,1
604,3,1
632,3,1
276,3,1
598,3,1
591,3,1
92,3,1
586,3,1
585,3,1
582,3,1
581,3,1
662,3,1
693,3,1
691,3,1
686,3,1
678,3,1
677,3,1
673,3,1
666,3,1
664,3,1
577,3,1
653,3,1
651,3,1
648,3,1
647,3,1
639,3,1
635,3,1
633,3,1
273,3,1
368,3,1
398,3,1
399,3,1
211,3,1
401,3,1
403,3,1
319,3,1
300,3,1
406,3,1
265,3,1
369,3,1
366,3,1
318,3,1
409,3,1
205,3,1
411,3,1
277,3,1
412,3,1
203,3,1
231,3,1
364,3,1
267,3,1
382,3,1
379,3,1
384,3,1
227,3,1
244,3,1
332,3,1
387,3,1
297,3,1
215,3,1
290,3,1
206,3,1
214,3,1
247,3,1
391,3,1
213,3,1
394,3,1
334,3,1
397,3,1
370,3,1
321,3,1
249,3,1
422,3,1
240,3,1
343,3,1
201,3,1
426,3,1
428,3,1
241,3,1
234,3,1
359,3,1
183,3,1
309,3,1
360,3,1
344,3,1
345,3,1
305,3,1
284,3,1
361,3,1
347,3,1
186,3,1
349,3,1
438,3,1
198,3,1
252,3,1
419,3,1
362,3,1
185,3,1
421,3,1
435,3,1
242,3,1
861,2,1
833,2,1
860,2,1
834,2,1
832,2,1
831,2,1
272,2,1
829,2,1
289,2,1
828,2,1
862,2,1
292,2,1
863,2,1
826,2,1
825,2,1
824,2,1
864,2,1
842,2,1
849,2,1
286,2,1
850,2,1
847,2,1
804,2,1
851,2,1
846,2,1
852,2,1
288,2,1
843,2,1
853,2,1
836,2,1
854,2,1
855,2,1
841,2,1
840,2,1
856,2,1
838,2,1
837,2,1
857,2,1
858,2,1
285,2,1
778,2,1
769,2,1
770,2,1
771,2,1
772,2,1
773,2,1
774,2,1
776,2,1
777,2,1
768,2,1
779,2,1
780,2,1
781,2,1
782,2,1
304,2,1
303,2,1
785,2,1
760,2,1
251,2,1
753,2,1
754,2,1
755,2,1
756,2,1
757,2,1
758,2,1
759,2,1
302,2,1
761,2,1
762,2,1
763,2,1
764,2,1
765,2,1
766,2,1
767,2,1
815,2,1
806,2,1
296,2,1
809,2,1
810,2,1
811,2,1
295,2,1
813,2,1
268,2,1
752,2,1
816,2,1
817,2,1
818,2,1
819,2,1
820,2,1
821,2,1
822,2,1
823,2,1
803,2,1
266,2,1
801,2,1
800,2,1
799,2,1
798,2,1
797,2,1
796,2,1
795,2,1
794,2,1
793,2,1
792,2,1
789,2,1
788,2,1
787,2,1
958,2,1
950,2,1
951,2,1
952,2,1
953,2,1
954,2,1
955,2,1
956,2,1
957,2,1
949,2,1
959,2,1
960,2,1
961,2,1
963,2,1
964,2,1
965,2,1
966,2,1
941,2,1
280,2,1
934,2,1
935,2,1
936,2,1
937,2,1
938,2,1
939,2,1
940,2,1
967,2,1
942,2,1
943,2,1
944,2,1
945,2,1
946,2,1
947,2,1
948,2,1
992,2,1
984,2,1
985,2,1
986,2,1
987,2,1
988,2,1
989,2,1
990,2,1
991,2,1
983,2,1
993,2,1
994,2,1
995,2,1
996,2,1
997,2,1
998,2,1
999,2,1
932,2,1
982,2,1
981,2,1
980,2,1
979,2,1
978,2,1
977,2,1
976,2,1
975,2,1
974,2,1
973,2,1
972,2,1
971,2,1
970,2,1
969,2,1
968,2,1
891,2,1
882,2,1
883,2,1
884,2,1
885,2,1
887,2,1
888,2,1
889,2,1
890,2,1
881,2,1
275,2,1
893,2,1
894,2,1
895,2,1
896,2,1
897,2,1
898,2,1
281,2,1
880,2,1
879,2,1
878,2,1
877,2,1
876,2,1
875,2,1
874,2,1
873,2,1
872,2,1
871,2,1
870,2,1
869,2,1
868,2,1
867,2,1
866,2,1
924,2,1
916,2,1
917,2,1
918,2,1
919,2,1
920,2,1
921,2,1
922,2,1
923,2,1
915,2,1
925,2,1
926,2,1
927,2,1
928,2,1
929,2,1
930,2,1
931,2,1
865,2,1
914,2,1
913,2,1
912,2,1
911,2,1
910,2,1
909,2,1
908,2,1
907,2,1
906,2,1
905,2,1
904,2,1
903,2,1
902,2,1
901,2,1
900,2,1
547,2,1
230,2,1
564,2,1
563,2,1
374,2,1
561,2,1
560,2,1
559,2,1
376,2,1
557,2,1
555,2,1
97,2,1
381,2,1
550,2,1
549,2,1
548,2,1
566,2,1
546,2,1
544,2,1
385,2,1
117,2,1
541,2,1
