119,2,1
388,2,1
537,2,1
536,2,1
535,2,1
534,2,1
533,2,1
532,2,1
126,2,1
529,2,1
232,2,1
607,2,1
606,2,1
236,2,1
357,2,1
358,2,1
601,2,1
600,2,1
599,2,1
597,2,1
595,2,1
594,2,1
593,2,1
87,2,1
589,2,1
588,2,1
528,2,1
584,2,1
583,2,1
367,2,1
580,2,1
579,2,1
578,2,1
576,2,1
575,2,1
573,2,1
571,2,1
371,2,1
569,2,1
568,2,1
372,2,1
457,2,1
476,2,1
196,2,1
473,2,1
472,2,1
423,2,1
469,2,1
424,2,1
166,2,1
466,2,1
465,2,1
464,2,1
425,2,1
462,2,1
427,2,1
459,2,1
418,2,1
429,2,1
170,2,1
454,2,1
453,2,1
171,2,1
451,2,1
193,2,1
449,2,1
446,2,1
444,2,1
180,2,1
436,2,1
440,2,1
437,2,1
502,2,1
130,2,1
524,2,1
392,2,1
395,2,1
518,2,1
517,2,1
516,2,1
515,2,1
137,2,1
513,2,1
139,2,1
511,2,1
402,2,1
405,2,1
146,2,1
608,2,1
501,2,1
499,2,1
207,2,1
497,2,1
496,2,1
495,2,1
492,2,1
489,2,1
486,2,1
485,2,1
484,2,1
483,2,1
200,2,1
480,2,1
699,2,1
716,2,1
715,2,1
714,2,1
713,2,1
711,2,1
710,2,1
709,2,1
708,2,1
707,2,1
706,2,1
704,2,1
703,2,1
702,2,1
701,2,1
700,2,1
717,2,1
697,2,1
695,2,1
248,2,1
323,2,1
692,2,1
690,2,1
689,2,1
688,2,1
687,2,1
325,2,1
685,2,1
684,2,1
683,2,1
682,2,1
258,2,1
750,2,1
306,2,1
748,2,1
747,2,1
746,2,1
745,2,1
263,2,1
743,2,1
742,2,1
741,2,1
740,2,1
739,2,1
259,2,1
736,2,1
735,2,1
681,2,1
733,2,1
312,2,1
731,2,1
730,2,1
729,2,1
728,2,1
727,2,1
726,2,1
725,2,1
724,2,1
723,2,1
722,2,1
254,2,1
718,2,1
624,2,1
338,2,1
645,2,1
644,2,1
339,2,1
642,2,1
641,2,1
640,2,1
638,2,1
637,2,1
636,2,1
634,2,1
631,2,1
346,2,1
627,2,1
65,2,1
337,2,1
623,2,1
622,2,1
348,2,1
619,2,1
618,2,1
617,2,1
616,2,1
351,2,1
352,2,1
613,2,1
612,2,1
611,2,1
610,2,1
353,2,1
663,2,1
680,2,1
679,2,1
326,2,1
328,2,1
676,2,1
675,2,1
674,2,1
329,2,1
51,2,1
671,2,1
670,2,1
669,2,1
668,2,1
667,2,1
665,2,1
751,2,1
333,2,1
661,2,1
660,2,1
659,2,1
658,2,1
657,2,1
656,2,1
655,2,1
654,2,1
652,2,1
243,2,1
650,2,1
649,2,1
336,2,1
