0	2
0	22
0	23
0	26
0	32
0	39
0	41
0	42
0	53
0	54
0	61
0	63
0	72
0	73
0	77
0	79
0	83
0	87
0	91
0	92
0	93
0	96
0	102
0	104
0	120
0	121
0	126
0	128
0	136
0	166
0	184
0	186
0	192
0	193
0	202
0	217
0	255
0	257
0	261
0	263
0	272
0	276
0	291
0	381
0	391
0	412
0	416
0	435
0	438
0	441
0	472
0	505
0	511
0	525
0	564
0	576
0	587
0	607
0	609
0	613
0	639
0	649
0	661
0	677
0	694
0	714
0	727
0	728
0	742
0	745
0	750
0	753
0	780
0	795
0	800
0	810
0	833
0	835
0	839
0	856
0	858
0	868
0	880
0	881
0	884
0	887
0	892
0	896
0	902
0	910
0	911
0	920
0	927
0	943
0	955
0	957
0	962
0	967
0	968
0	971
0	991
0	1014
0	1034
0	1037
0	1040
0	1046
0	1058
0	1069
0	1070
0	1071
0	1106
0	1117
0	1118
0	1132
0	1140
0	1144
0	1148
0	1150
0	1158
0	1167
0	1191
0	1200
0	1203
0	1207
0	1213
0	1253
0	1287
0	1382
0	1389
0	1394
0	1411
0	1424
0	1438
0	1439
0	1473
0	1507
0	1518
0	1553
0	1641
0	1651
0	1671
0	1677
0	1681
0	1699
0	1703
0	1704
0	1724
0	1728
0	1752
0	1765
0	1788
0	1802
0	1812
0	1825
0	1826
0	1830
0	1838
0	1844
0	1856
0	1862
0	1863
0	1875
0	1878
0	1881
0	1893
0	1894
0	1913
0	1923
0	1925
0	1928
0	1943
0	1953
0	1957
0	1960
0	1962
0	1982
0	1986
0	2005
0	2009
0	2014
0	2015
0	2018
0	2024
0	2027
0	2035
0	2047
0	2056
0	2057
0	2089
0	2097
0	2108
0	2138
0	2179
0	2195
0	2231
0	2247
0	2255
0	2259
0	2262
0	2264
0	2271
0	2276
0	2279
0	2297
0	2300
0	2332
0	2338
0	2345
0	2348
0	2350
0	2356
0	2358
0	2363
0	2366
0	2367
0	2373
0	2381
0	2389
0	2401
0	2403
0	2406
0	2407
0	2414
0	2434
0	2436
0	2439
0	2443
0	2452
0	2459
0	2470
0	2474
0	2489
0	2490
0	2517
0	2609
0	2649
0	2707
0	2708
0	2709
0	2737
0	2765
0	2767
0	2772
0	2793
0	2797
0	2798
0	2804
0	2830
0	2844
0	2848
0	2850
0	2853
0	2854
0	2855
0	2866
0	2885
0	2890
0	2897
0	2900
0	2901
0	2902
0	2909
0	2910
0	2911
0	2912
0	2915
0	2922
0	2927
0	2934
0	2936
0	2938
0	2953
0	2984
0	3484
0	3500
0	3523
0	3666
0	4227
0	4447
0	4450
0	4456
0	4459
0	4473
0	4480
0	4485
0	4503
0	4523
0	4530
0	4536
0	4547
0	4548
0	4576
0	4589
0	4593
0	4605
0	4613
0	4615
0	4616
0	4618
0	4630
0	4652
0	4653
0	4665
0	4675
0	4678
0	4702
0	4707
0	4714
0	4719
0	4723
0	4726
0	4741
0	4749
0	4768
0	4779
0	4792
0	4803
0	4820
0	4826
0	4839
0	4840
0	4841
0	4842
0	4851
0	4855
0	4873
0	4913
0	4917
0	4921
0	4928
0	4931
0	4957
0	4962
0	4985
0	4993
0	5000
0	5001
0	5002
0	5003
0	5047
0	5074
0	5114
0	5130
0	5132
0	5141
0	5142
0	5147
0	5151
0	5186
0	5188
0	5196
0	5200
0	5203
0	5211
0	5219
0	5244
0	5254
0	5265
0	5273
0	5277
0	5307
0	5308
0	5336
0	5383
0	5389
0	5396
0	5414
0	5427
0	5436
0	5502
0	5520
0	5522
0	5532
0	5533
0	5534
0	5539
0	5540
0	5544
0	5571
0	5592
0	5647
0	5651
0	5653
0	5655
0	5667
0	5674
0	5677
0	5681
0	5687
0	5699
0	5702
0	5705
0	5717
0	5728
0	5745
0	5780
0	5781
0	5782
0	5783
0	5784
0	5788
0	5801
0	5802
0	5803
0	5810
0	5820
0	5851
0	6333
0	6689
0	6720
0	6731
0	6732
0	6739
0	6744
0	6752
0	6758
0	6786
0	6787
0	6796
0	6803
0	6831
0	6886
0	6933
0	6942
0	6943
0	6944
0	6946
0	6947
0	6948
0	6949
0	6950
0	6951
0	6953
0	6954
0	6981
0	6982
0	6986
0	7012
0	7015
0	7031
0	7040
0	7041
0	7042
0	7043
0	7054
0	7055
0	7067
0	7071
0	7075
0	7077
0	7087
0	7089
0	7101
0	7140
0	7153
0	7228
0	7230
0	7286
0	7297
0	7303
0	7327
0	7378
0	7442
0	7519
0	7543
0	7547
0	7569
0	7578
0	7662
0	7663
0	7664
0	7669
0	7671
0	7685
0	7694
0	7741
0	7750
